domain,text,aspect,category,polarity,type
phone,"i love this phone. i will stick to this brand as long as they make them. i take tons of photos and they always turn out great, even when i have them printed. battery life is amazing. screen image is sharp. i literally use my phone for everything and this is the best i have had in a long while.","['phone', 'take tons of photos', 'battery life', 'screen image']","['overall#overall', 'shooting functions#general', 'battery/longevity#battery life', 'screen#clarity']","['positive', 'positive', 'positive', 'positive']",explicit
phone,fast delivery and surprised to get blue colour which is very beautiful as wanted grey initial order. friendly seller although didnt get any freebies. good sale still.,"['freebies', 'delivery', 'blue colour', 'seller']","['branding/marketing#promotional giveaways', 'logistics#speed', 'appearance design#color', 'seller service#attitude']","['negative', 'positive', 'positive', 'positive']",explicit
phone,delighted to be able to replace my old phone with this new model,none,['null'],['null'],objective
phone,absolutely fantastic. at first i was doubtful but i risked it all anyway and i made the right decision!,"['fantastic', 'decision']","['overall#overall', 'buyer attitude#shopping experiences']","['positive', 'positive']",explicit
phone,bubble wrap to protect casing. very nice and will buy again except this casing surface too smooth and i scare it can drop easily,"['nice', 'casing surface', 'bubble wrap', 'buy again']","['overall#overall', 'appearance design#grip feeling', 'product packaging#packaging materials', 'buyer attitude#repurchase and churn tendency']","['positive', 'negative', 'neutral', 'positive']",explicit
phone,"""dear customer, galaxy m51 has geomagnetic sensor. hope this of help. regards, samsung india"" no yes",none,['null'],['null'],objective
phone,item received. great communication with seller.,['communication with seller'],['seller service#attitude'],['positive'],explicit
phone,received in good condition.  works well on my samsung s20 fe.,"['received', 'works']","['logistics#lost and damaged', 'overall#overall']","['positive', 'positive']",explicit
phone,has exceptional amoled display and smooth operation. i exchanged it with my redmi 8 bought a year back as i was very unhappy with the bloat ware residing in it. no regrets i proudly feel i have made a great decision. my main mobile is oneplus 7t. i feel m21 is better than oneplus 7t. the battery lasts really long. display quality is better.,"['display quality', 'battery lasts', 'amoled display']","['screen#general', 'battery/longevity#standby time', 'screen#general']","['positive', 'positive', 'positive']",explicit
phone,the phone has all required specifications which attracts to buy but the phone body is not as per one plus brand. camera quality is not good. the display is very average,"['display', 'camera quality']","['screen#general', 'camera#general']","['neutral', 'negative']",explicit
phone,"video could not be loaded dear customer, thank you for your interest in our mobile phone. our blackview a80 has a 3.55mm headphone jack and supports bluetooth to connect to wireless headphones if you have other questions or if you have problems while using your mobile phone, you can contact us directly and we will solve them as soon as possible. e-mail: laoying90@yeah.net have a good day. mall-phone it does have a socket for headphones or you can use wireless ones if you choose to as a normal port for headphones and you can use wireless headset aswell through bluetooth the phone uses a normal jack plug for headphones. a jack port yes it as a jack socket",['supports bluetooth to connect to wireless headphones'],['smart connect#bluetooth connection'],['positive'],explicit
phone,"for the money, very decent. and that's the point - i bought this because i couldn't afford another iphone. compared to my old 6plus, this phone is clunky, slow and some of the apps don't work well at all. on the plus side, the battery life is way better than iphones i have owned.","['decent', 'some of the apps', 'battery life', 'clunky', 'slow']","['overall#overall', 'system#software compatibility', 'battery/longevity#battery life', 'appearance design#weight', 'performance#running speed']","['positive', 'negative', 'positive', 'negative', 'negative']",explicit
phone,no it's not a 4g,['4g'],['signal#signal of mobile network'],['negative'],explicit
phone,you will have to check both amazon or apple store and online good bye,none,['null'],['null'],objective
phone,very friendly!! always keep me updated and will definitely will get from her things again in the future?,"['friendly', 'get from her things again']","['seller service#attitude', 'buyer attitude#repurchase and churn tendency']","['positive', 'positive']",explicit
phone,"no, the phone has a smart energy-saving function for power, and it can stand by for up to 10 days when not in use.",['stand by for up to 10 days'],['battery/longevity#standby time'],['positive'],explicit
phone,"this seller is the worse - only brands i would advise potential customers to never use them! as they misadvertise products into getting sales and then won't rectify the situation, even with disabled, struggling customers!!",['potential customers to never use them'],['buyer attitude#recommendable'],['negative'],explicit
phone,first of all uninstall useless third party apps and update the phone clear all cache if not solve then backup and reset your phone,none,['null'],['null'],objective
phone,overall a great fone only missing thing is 5g,['5g'],['product configuration#operating memory'],['negative'],explicit
phone,"took very poor pictures up close ie driving licence, writing blurred. phone set up wrong at source needed reconfiguring . otherwise worth the money.","['phone set up', 'took very poor pictures', 'worth the money']","['overall#overall', 'shooting functions#general', 'price#value for money']","['negative', 'negative', 'positive']",explicit
phone,"i don't think there is warranty for data cable ? 6 months ( in box accessories manufacturers warranty 6months ) and for mobile 1 yr from date of purchase 1 year on phone, 6 months on accessories. 6 month","['manufacturers warranty 6months', '1 yr from date of purchase']","['after-sales service#exchange/warranty/return', 'after-sales service#exchange/warranty/return']","['neutral', 'neutral']",explicit
