dataset,domain,sentence,aspect,category,type,source_dataset,language
SemEval2014,restaurants,We just ate at Kai and were disapointed.,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,food,explicit,SemEval2014,English
SemEval2014,restaurants,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",noise,ambience,explicit,SemEval2014,English
SemEval2014,restaurants,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",,price,implicit,SemEval2014,English
SemEval2014,restaurants,This was a great surprise.,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",chicken dish,service,explicit,SemEval2014,English
SemEval2014,restaurants,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",manager,food,explicit,SemEval2014,English
SemEval2014,restaurants,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,,explicit,SemEval2014,English
SemEval2014,restaurants,The food was spicy and delicious.,food,food,explicit,SemEval2014,English
SemEval2014,restaurants,I went with my fiance on a Tuesday evening.,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,A little overpriced but worth it once you take a bite.,,price,implicit,SemEval2014,English
SemEval2014,restaurants,A little overpriced but worth it once you take a bite.,,food,implicit,SemEval2014,English
SemEval2014,restaurants,It was wonderful.,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,Went for a late weekday lunch.,lunch,anecdotes/miscellaneous,explicit,SemEval2014,English
SemEval2014,restaurants,I just don't understand all the hype...,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,Bartender was unable to tear himself away from friends at bar.,Bartender,service,explicit,SemEval2014,English
SemEval2014,restaurants,Bartender was unable to tear himself away from friends at bar.,bar,,explicit,SemEval2014,English
SemEval2014,restaurants,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,food,explicit,SemEval2014,English
SemEval2014,restaurants,Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,food,explicit,SemEval2014,English
SemEval2014,restaurants,Dahkin also offers prix fixe lunch and buffet.,buffet,,explicit,SemEval2014,English
SemEval2014,restaurants,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",place,ambience,explicit,SemEval2014,English
SemEval2014,restaurants,You can barely see who you are with never mind have a conversation.,,ambience,implicit,SemEval2014,English
SemEval2014,restaurants,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,food,explicit,SemEval2014,English
SemEval2014,restaurants,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,service,explicit,SemEval2014,English
SemEval2014,restaurants,I don't get it either.,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,anecdotes/miscellaneous,explicit,SemEval2014,English
SemEval2014,restaurants,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,,explicit,SemEval2014,English
SemEval2014,restaurants,Great place to grab a hot bagel on the way to work.,hot bagel,food,explicit,SemEval2014,English
SemEval2014,restaurants,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",chicken,food,explicit,SemEval2014,English
SemEval2014,restaurants,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,,explicit,SemEval2014,English
SemEval2014,restaurants,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,,explicit,SemEval2014,English
SemEval2014,restaurants,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,,explicit,SemEval2014,English
SemEval2014,restaurants,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,service,explicit,SemEval2014,English
SemEval2014,restaurants,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,,explicit,SemEval2014,English
SemEval2014,restaurants,One of my favorite places in Manhattan.,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,"They brought glasses and the bottle, and just left the bottle at our table.",,service,implicit,SemEval2014,English
SemEval2014,restaurants,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,food,explicit,SemEval2014,English
SemEval2014,restaurants,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,service,explicit,SemEval2014,English
SemEval2014,restaurants,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,price,explicit,SemEval2014,English
SemEval2014,restaurants,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,food,explicit,SemEval2014,English
SemEval2014,restaurants,I would highly recommand requesting a table by the window.,table by the window,anecdotes/miscellaneous,explicit,SemEval2014,English
SemEval2014,restaurants,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,food,explicit,SemEval2014,English
SemEval2014,restaurants,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,service,explicit,SemEval2014,English
SemEval2014,restaurants,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,,explicit,SemEval2014,English
SemEval2014,restaurants,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,,explicit,SemEval2014,English
SemEval2014,restaurants,I for one will never patronize them again.,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,I stumbled upon this great pizzeria as I explored my new neighborhood.,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,"The service, however, was a bright flower in a garden.",service,service,explicit,SemEval2014,English
SemEval2014,restaurants,"So, again, give it a try.",,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,Stay far away from this place.,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,We will come back!!!,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,We've been to Grocery three times and not once has an item on the menu disappointed.,menu,food,explicit,SemEval2014,English
SemEval2014,restaurants,"The food is very good too but for the most part, it's just regular food, nothing special.",food,food,explicit,SemEval2014,English
SemEval2014,restaurants,"The food is very good too but for the most part, it's just regular food, nothing special.",food,,explicit,SemEval2014,English
SemEval2014,restaurants,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,food,explicit,SemEval2014,English
SemEval2014,restaurants,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,food,explicit,SemEval2014,English
SemEval2014,restaurants,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,,explicit,SemEval2014,English
SemEval2014,restaurants,We'd go back again,,anecdotes/miscellaneous,implicit,SemEval2014,English
SemEval2014,restaurants,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,ambience,explicit,SemEval2014,English
SemEval2014,restaurants,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,,explicit,SemEval2014,English
